Unix,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDT,tradecount
1683331200000,2023-05-06,BTCUSDT,29505.6,29820.0,28300.0,28848.2,49249.28459,1429517892.7805023,1221021
1683244800000,2023-05-05,BTCUSDT,28838.16,29677.0,28800.0,29505.61,58415.83048,1709786814.901134,1288027
1683158400000,2023-05-04,BTCUSDT,29026.16,29379.83,28663.64,28838.16,42575.47501,1233816136.1606576,961542
1683072000000,2023-05-03,BTCUSDT,28669.85,29266.66,28113.69,29026.16,64615.79213,1845961218.843244,1502909
1682985600000,2023-05-02,BTCUSDT,28068.26,28879.88,27872.0,28669.86,50824.5224,1441733922.0116444,1174697
1682899200000,2023-05-01,BTCUSDT,29233.2,29337.34,27666.95,28068.26,64433.65958,1828221138.95444,1362793
1682812800000,2023-04-30,BTCUSDT,29230.45,29969.39,29079.59,29233.21,39752.5372,1172155267.8761897,949458
1682726400000,2023-04-29,BTCUSDT,29311.69,29448.88,29031.0,29230.45,20466.83058,599466910.0466621,619319
1682640000000,2023-04-28,BTCUSDT,29472.77,29599.54,28891.0,29311.7,54298.16578,1590683771.668198,1129240
1682553600000,2023-04-27,BTCUSDT,28415.29,29890.0,28378.86,29472.77,95430.82431,2784859692.36462,1990148
1682467200000,2023-04-26,BTCUSDT,28300.8,30036.0,27235.0,28415.29,129228.40403,3719701461.9091635,2261942
1682380800000,2023-04-25,BTCUSDT,27510.93,28399.99,27192.0,28300.79,52325.14637,1446329375.242731,1087067
1682294400000,2023-04-24,BTCUSDT,27590.59,28000.0,26942.82,27510.93,53111.56874,1458406515.6404212,1211080
1682208000000,2023-04-23,BTCUSDT,27816.85,27816.85,27311.25,27590.6,34812.09581,959389698.7572552,873485
1682121600000,2023-04-22,BTCUSDT,27262.84,27882.72,27140.35,27816.85,36023.69686,989379475.3218232,859500
1682035200000,2023-04-21,BTCUSDT,28243.65,28374.02,27125.0,27262.84,77684.7679,2164667611.9354606,1463628
1681948800000,2023-04-20,BTCUSDT,28797.1,29088.3,28010.0,28243.65,76879.09372,2198854031.424746,1434642
1681862400000,2023-04-19,BTCUSDT,30380.01,30413.53,28520.0,28797.1,86575.48656,2541283888.3034472,1699891
1681776000000,2023-04-18,BTCUSDT,29430.27,30485.0,29096.78,30380.01,62004.89434,1861001491.9786973,1141562
1681689600000,2023-04-17,BTCUSDT,30304.66,30316.06,29240.65,29430.27,56441.81127,1675287761.4330356,1137294
1681603200000,2023-04-16,BTCUSDT,30295.1,30549.99,30120.0,30304.65,26431.99322,801322926.1525651,708233
1681516800000,2023-04-15,BTCUSDT,30466.93,30595.6,30202.0,30295.09,25429.81247,772211097.614016,732418
1681430400000,2023-04-14,BTCUSDT,30373.84,31000.0,29966.0,30466.93,75984.19452,2323267494.38023,1504180
1681344000000,2023-04-13,BTCUSDT,29888.07,30595.0,29854.59,30373.84,51934.11731,1571091101.1299675,1054144
1681257600000,2023-04-12,BTCUSDT,30200.43,30486.0,29637.4,29888.07,62049.48451,1863497606.1415303,1246556
1681171200000,2023-04-11,BTCUSDT,29637.35,30550.0,29590.0,30200.42,67990.07621,2046078278.0821178,1340458
1681084800000,2023-04-10,BTCUSDT,28323.76,29770.0,28170.0,29637.34,67754.0622,1955300943.1708305,1285695
1680998400000,2023-04-09,BTCUSDT,27938.38,28530.0,27800.0,28323.76,32531.16101,913915923.6951956,777589
1680912000000,2023-04-08,BTCUSDT,27906.34,28154.99,27859.02,27938.38,19479.96735,545324518.6860753,624159
1680825600000,2023-04-07,BTCUSDT,28033.83,28100.0,27766.94,27906.33,24762.09387,691323748.9286413,655634
1680739200000,2023-04-06,BTCUSDT,28170.01,28182.05,27711.0,28033.82,40118.94963,1122713087.5561826,934548
1680652800000,2023-04-05,BTCUSDT,28165.47,28775.0,27805.1,28170.01,60737.64732,1721098539.066057,1262730
1680566400000,2023-04-04,BTCUSDT,27800.0,28444.44,27662.79,28165.47,49722.55691,1397141464.875036,1102007
1680480000000,2023-04-03,BTCUSDT,28171.87,28500.99,27200.24,27800.0,79180.01405,2214361048.7823668,1651062
1680393600000,2023-04-02,BTCUSDT,28452.74,28530.0,27856.43,28171.87,37365.65692,1053600933.0676804,938464
1680307200000,2023-04-01,BTCUSDT,28465.36,28819.71,28220.27,28452.73,30238.44753,860804237.452269,822781
1680220800000,2023-03-31,BTCUSDT,28028.53,28656.69,27511.71,28465.36,78198.12139,2203253311.777351,1537349
1680134400000,2023-03-30,BTCUSDT,28348.6,29184.68,27686.0,28028.53,98865.43256,2808471938.6424427,1843652
1680048000000,2023-03-29,BTCUSDT,27261.06,28650.0,27240.1,28348.6,89486.16008,2519887866.2111588,1704217
1679961600000,2023-03-28,BTCUSDT,27124.9,27520.0,26631.78,27261.07,78602.44341,2124533606.7655559,1521981
1679875200000,2023-03-27,BTCUSDT,27968.05,28023.86,26508.14,27124.91,88039.46898,2407130888.034605,1575264
1679788800000,2023-03-26,BTCUSDT,27462.96,28194.4,27417.76,27968.05,49671.70353,1380973402.9961202,1068196
1679702400000,2023-03-25,BTCUSDT,27454.46,27787.33,27156.09,27462.95,50844.08102,1397227639.2141378,1088721
1679616000000,2023-03-24,BTCUSDT,28295.42,28374.3,27000.0,27454.47,86242.06544,2403443392.0273013,1511137
1679529600000,2023-03-23,BTCUSDT,27250.97,28750.0,27105.0,28295.41,128649.60818,3591123573.1149583,2159091
1679443200000,2023-03-22,BTCUSDT,28107.81,28868.05,26601.8,27250.97,224113.41296,6272099822.449624,3589327
1679356800000,2023-03-21,BTCUSDT,27717.01,28438.55,27303.1,28105.47,420929.7422,11760492716.33759,11530870
1679270400000,2023-03-20,BTCUSDT,27972.87,28472.0,27124.47,27717.01,477378.23373,13300424536.514921,11775950
1679184000000,2023-03-19,BTCUSDT,26907.49,28390.1,26827.22,27972.87,372066.99054,10264707987.594164,9578297
1679097600000,2023-03-18,BTCUSDT,27395.13,27724.85,26578.0,26907.49,371238.97174,10135945069.642626,9948603
1679011200000,2023-03-17,BTCUSDT,24998.78,27756.84,24890.0,27395.13,624460.68091,16476681071.24338,13113359
1678924800000,2023-03-16,BTCUSDT,24285.66,25167.4,24123.0,24998.78,439421.32998,10847330151.941006,10418081
1678838400000,2023-03-15,BTCUSDT,24670.41,25196.97,23896.95,24285.66,581450.72984,14291005743.897854,12613034
1678752000000,2023-03-14,BTCUSDT,24112.27,26386.87,23976.42,24670.41,699360.93423,17465307097.88407,15223589
1678665600000,2023-03-13,BTCUSDT,21998.05,24500.0,21813.88,24113.48,687889.31259,15824996078.60564,14820760
1678579200000,2023-03-12,BTCUSDT,20455.73,22150.0,20270.6,21997.11,430944.94288,8982418413.80114,9721933
1678492800000,2023-03-11,BTCUSDT,20150.69,20686.51,19765.03,20455.73,427831.82133,8651590672.468525,10412300
1678406400000,2023-03-10,BTCUSDT,20362.21,20367.78,19549.09,20150.69,618456.4671,12344992788.912497,12106261
1678320000000,2023-03-09,BTCUSDT,21704.37,21834.99,20042.72,20362.22,443658.28584,9403028764.707773,10076702
1678233600000,2023-03-08,BTCUSDT,22198.56,22287.0,21580.0,21705.44,301460.57272,6641171704.24242,8018963
1678147200000,2023-03-07,BTCUSDT,22409.41,22557.91,21927.0,22197.96,292519.80912,6517594938.246053,7813394
1678060800000,2023-03-06,BTCUSDT,22430.24,22602.19,22258.0,22410.0,203751.82957,4569102169.18569,6471278
1677974400000,2023-03-05,BTCUSDT,22346.57,22662.09,22189.22,22430.24,154841.75786,3473011455.187952,4835978
1677888000000,2023-03-04,BTCUSDT,22354.34,22410.0,22157.08,22346.57,121257.38132,2706422995.680256,4169260
1677801600000,2023-03-03,BTCUSDT,23465.32,23476.95,21971.13,22354.34,319954.19785,7167184765.7436495,8214639
1677715200000,2023-03-02,BTCUSDT,23629.76,23796.93,23195.9,23465.32,239315.45219,5603770010.239548,7435815
1677628800000,2023-03-01,BTCUSDT,23141.57,24000.0,23020.03,23628.97,315287.41737,7441571085.495409,9390487
1677542400000,2023-02-28,BTCUSDT,23492.09,23600.0,23020.97,23141.57,264140.99894,6172930936.037335,9568743
1677456000000,2023-02-27,BTCUSDT,23554.85,23897.99,23106.77,23492.09,283706.0859,6659785788.329373,11754195
1677369600000,2023-02-26,BTCUSDT,23157.07,23689.99,23059.18,23554.85,202323.73623,4716158181.22559,9506015
1677283200000,2023-02-25,BTCUSDT,23184.04,23219.13,22722.0,23157.07,191311.8101,4406286300.272117,9124568
1677196800000,2023-02-24,BTCUSDT,23940.2,24132.35,22841.19,23185.29,343582.57453,8087524100.39044,11531424
1677110400000,2023-02-23,BTCUSDT,24182.21,24599.59,23608.0,23940.2,398400.45437,9596083721.512953,11396877
1677024000000,2023-02-22,BTCUSDT,24450.67,24476.05,23574.69,24182.21,379425.75365,9101745945.990707,11395957
1676937600000,2023-02-21,BTCUSDT,24843.89,25250.0,24148.34,24452.16,376000.82868,9280992344.428871,10712371
1676851200000,2023-02-20,BTCUSDT,24272.51,25121.23,23840.83,24842.2,346938.56997,8561226688.07291,9808728
1676764800000,2023-02-19,BTCUSDT,24632.05,25192.0,24192.57,24271.76,300395.99542,7408745406.624343,7660484
1676678400000,2023-02-18,BTCUSDT,24568.24,24877.0,24430.0,24631.95,216917.25213,5339920389.516133,6296097
1676592000000,2023-02-17,BTCUSDT,23517.72,25021.11,23339.37,24569.97,496813.21376,11968532252.05733,10895009
1676505600000,2023-02-16,BTCUSDT,24322.87,25250.0,23505.25,23517.72,450080.68366,11074988148.779009,11006793
1676419200000,2023-02-15,BTCUSDT,22199.84,24380.0,22047.28,24324.05,375669.16111,8604133693.66317,8335550
1676332800000,2023-02-14,BTCUSDT,21774.63,22319.08,21532.77,22199.84,361958.40109,7938385476.792083,7695927
1676246400000,2023-02-13,BTCUSDT,21782.37,21894.99,21351.07,21773.97,295730.76791,6404813758.2696295,6503611
1676160000000,2023-02-12,BTCUSDT,21862.02,22090.0,21630.0,21783.54,204435.65163,4469822441.4372015,4561903
1676073600000,2023-02-11,BTCUSDT,21625.19,21906.32,21599.78,21862.55,177021.58433,3842000897.7975802,4207940
1675987200000,2023-02-10,BTCUSDT,21797.83,21938.16,21451.0,21625.19,338591.94247,7369456394.906654,6993675
1675900800000,2023-02-09,BTCUSDT,22961.85,23011.39,21688.0,21796.35,402894.6955,9052973327.19716,9784291
1675814400000,2023-02-08,BTCUSDT,23242.42,23452.0,22665.85,22963.0,280056.30717,6457585647.820654,7896433
1675728000000,2023-02-07,BTCUSDT,22762.52,23350.25,22745.78,23240.46,308006.72482,7085929136.45685,8293878
1675641600000,2023-02-06,BTCUSDT,22932.91,23158.25,22628.13,22762.52,265371.6069,6076050768.117038,6956395
1675555200000,2023-02-05,BTCUSDT,23327.66,23433.33,22743.0,22932.91,209251.33917,4842463016.833934,5903916
1675468800000,2023-02-04,BTCUSDT,23431.9,23587.78,23253.96,23326.84,166126.47295,3886777607.7960505,4852404
1675382400000,2023-02-03,BTCUSDT,23489.33,23715.7,23204.62,23431.9,332571.02904,7806490899.914181,8007846
1675296000000,2023-02-02,BTCUSDT,23731.41,24255.0,23363.27,23488.94,364177.20751,8673696845.805109,9102300
1675209600000,2023-02-01,BTCUSDT,23125.13,23812.66,22760.23,23732.66,310790.42271,7212542002.3251,7863213
1675123200000,2023-01-31,BTCUSDT,22827.38,23320.0,22714.77,23125.13,264649.34909,6083858924.538485,6798411
1675036800000,2023-01-30,BTCUSDT,23743.37,23800.51,22500.0,22826.15,302405.90121,7020727239.059653,7790224
1674950400000,2023-01-29,BTCUSDT,23021.4,23960.54,22967.76,23742.3,295688.79204,6941922954.136407,7030837
1674864000000,2023-01-28,BTCUSDT,23074.16,23189.0,22878.46,23022.6,148115.71085,3408985411.316586,4181816
1674777600000,2023-01-27,BTCUSDT,23009.65,23500.0,22534.88,23074.16,280833.86315,6461707755.053915,7079096
